Sending Timestamps,Receiving Timestamps,Message Direction,Operator ID,Self-Match Prevention ID,Account Number,Session ID,Executing Firm ID,Manual Order Identifier,Message Type,Customer Type Indicator,Origin,CME Globex Message ID,Message Link ID,Order Flow ID,Spread/Leg Link ID,Instrument Description,Market Segment ID,Client Order ID,CME Globex Order ID,Buy/Sell Indicator,Quantity,Limit Price,Stop Price,Order Type,Order Qualifier,IFM Flag,Display Quantity,Minimum Quantity,Country of Origin,Fill Price,Fill Quantity,Cumulative Quantity,Remaining Quantity,Aggressor Flag,Source of Cancellation,Reject Reason,Processed Quotes,Cross ID,Quote Request ID,Message Quote ID,Quote Entry ID,Bid Price,Bid Size,Offer Price,Offer Size
,20180123-14:49:50.569,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211318TN0041959,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,14,527,1473,N,,,,,,,,,,,
,20180123-14:49:50.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211320TN0041960,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,528,1472,N,,,,,,,,,,,
,20180123-14:49:51.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211322TN0041961,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,529,1471,N,,,,,,,,,,,
,20180123-14:49:51.363,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211324TN0041962,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,530,1470,N,,,,,,,,,,,
,20180123-14:49:51.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211326TN0041963,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,531,1469,N,,,,,,,,,,,
,20180123-14:49:51.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211328TN0041964,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,80,611,1389,N,,,,,,,,,,,
,20180123-14:49:52.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211330TN0041965,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,3,614,1386,N,,,,,,,,,,,
,20180123-14:49:52.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211332TN0041966,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,80,694,1306,N,,,,,,,,,,,
,20180123-14:49:52.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211334TN0041967,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,80,774,1226,N,,,,,,,,,,,
,20180123-14:49:53.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211336TN0041968,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,7,781,1219,N,,,,,,,,,,,
,20180123-14:49:53.365,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211338TN0041969,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,786,1214,N,,,,,,,,,,,
,20180123-14:49:53.566,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211340TN0041970,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,10,796,1204,N,,,,,,,,,,,
,20180123-14:49:53.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211342TN0041971,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,797,1203,N,,,,,,,,,,,
,20180123-14:49:53.965,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211344TN0041972,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,799,1201,N,,,,,,,,,,,
,20180123-14:49:54.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211346TN0041973,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,14,813,1187,N,,,,,,,,,,,
,20180123-14:49:55.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211348TN0041974,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,815,1185,N,,,,,,,,,,,
,20180123-14:49:55.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211350TN0041975,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,816,1184,N,,,,,,,,,,,
,20180123-14:49:56.368,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211352TN0041976,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,15,831,1169,N,,,,,,,,,,,
,20180123-14:49:56.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211354TN0041977,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,833,1167,N,,,,,,,,,,,
,20180123-14:49:56.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211356TN0041978,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,9,842,1158,N,,,,,,,,,,,
,20180123-14:49:56.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211358TN0041979,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,843,1157,N,,,,,,,,,,,
,20180123-14:49:57.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211360TN0041980,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,845,1155,N,,,,,,,,,,,
,20180123-14:49:57.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211362TN0041981,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,846,1154,N,,,,,,,,,,,
,20180123-14:49:57.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211364TN0041982,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,847,1153,N,,,,,,,,,,,
,20180123-14:49:57.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211366TN0041983,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,853,1147,N,,,,,,,,,,,
,20180123-14:49:57.965,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211368TN0041984,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,854,1146,N,,,,,,,,,,,
,20180123-14:49:58.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211370TN0041985,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,69,923,1077,N,,,,,,,,,,,
,20180123-14:49:59.169,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211372TN0041986,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,13,936,1064,N,,,,,,,,,,,
,20180123-14:49:59.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211374TN0041987,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,938,1062,N,,,,,,,,,,,
,20180123-14:49:59.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211376TN0041988,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,939,1061,N,,,,,,,,,,,
,20180123-14:50:00.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211378TN0041989,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,940,1060,N,,,,,,,,,,,
,20180123-14:50:00.365,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211380TN0041990,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,941,1059,N,,,,,,,,,,,
,20180123-14:50:00.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211382TN0041991,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,946,1054,N,,,,,,,,,,,
,20180123-14:50:00.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211384TN0041992,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,947,1053,N,,,,,,,,,,,
,20180123-14:50:00.965,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211386TN0041993,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,3,950,1050,N,,,,,,,,,,,
,20180123-14:50:01.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211388TN0041994,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,8,958,1042,N,,,,,,,,,,,
,20180123-14:50:02.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211390TN0041995,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,3,961,1039,N,,,,,,,,,,,
,20180123-14:50:02.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211392TN0041996,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,962,1038,N,,,,,,,,,,,
,20180123-14:50:02.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211394TN0041997,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,963,1037,N,,,,,,,,,,,
,20180123-14:50:02.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211396TN0041998,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,4,967,1033,N,,,,,,,,,,,
,20180123-14:50:03.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211398TN0041999,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,968,1032,N,,,,,,,,,,,
,20180123-14:50:03.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211400TN0042000,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,969,1031,N,,,,,,,,,,,
,20180123-14:50:03.969,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211402TN0042001,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,975,1025,N,,,,,,,,,,,
,20180123-14:50:06.767,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211404TN0042002,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,976,1024,N,,,,,,,,,,,
,20180123-14:50:06.968,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211406TN0042003,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,977,1023,N,,,,,,,,,,,
,20180123-14:50:09.565,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211408TN0042004,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,979,1021,N,,,,,,,,,,,
,20180123-14:50:10.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211410TN0042005,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,980,1020,N,,,,,,,,,,,
,20180123-14:50:11.765,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211412TN0042006,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,981,1019,N,,,,,,,,,,,
,20180123-14:50:12.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211414TN0042007,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,986,1014,N,,,,,,,,,,,
,20180123-14:50:14.765,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211416TN0042008,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,992,1008,N,,,,,,,,,,,
,20180123-14:50:16.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211418TN0042009,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,993,1007,N,,,,,,,,,,,
,20180123-14:50:16.770,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211420TN0042010,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,995,1005,N,,,,,,,,,,,
,20180123-14:50:17.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211422TN0042011,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,996,1004,N,,,,,,,,,,,
,20180123-14:50:18.165,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211424TN0042012,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,998,1002,N,,,,,,,,,,,
,20180123-14:50:18.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211426TN0042013,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,24,1022,978,N,,,,,,,,,,,
,20180123-14:50:21.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211428TN0042014,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1023,977,N,,,,,,,,,,,
,20180123-14:50:21.968,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211430TN0042015,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1024,976,N,,,,,,,,,,,
,20180123-14:50:22.765,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211432TN0042016,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,1026,974,N,,,,,,,,,,,
,20180123-14:50:23.967,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211434TN0042017,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1027,973,N,,,,,,,,,,,
,20180123-14:50:26.769,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211436TN0042018,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,4,1031,969,N,,,,,,,,,,,
,20180123-14:50:26.968,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211438TN0042019,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1037,963,N,,,,,,,,,,,
,20180123-14:50:27.965,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211440TN0042020,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,9,1046,954,N,,,,,,,,,,,
,20180123-14:50:28.568,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211442TN0042021,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,3,1049,951,N,,,,,,,,,,,
,20180123-14:50:29.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211444TN0042022,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1050,950,N,,,,,,,,,,,
,20180123-14:50:29.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211446TN0042023,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1051,949,N,,,,,,,,,,,
,20180123-14:50:30.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211448TN0042024,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,1053,947,N,,,,,,,,,,,
,20180123-14:50:30.569,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211450TN0042025,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1054,946,N,,,,,,,,,,,
,20180123-14:50:30.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211452TN0042026,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1055,945,N,,,,,,,,,,,
,20180123-14:50:33.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211454TN0042027,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,8,1063,937,N,,,,,,,,,,,
,20180123-14:50:34.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211456TN0042028,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1069,931,N,,,,,,,,,,,
,20180123-14:50:35.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211460TN0042030,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1070,930,N,,,,,,,,,,,
,20180123-14:50:36.767,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211462TN0042031,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,3,1073,927,N,,,,,,,,,,,
,20180123-14:50:36.969,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211464TN0042032,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,1075,925,N,,,,,,,,,,,
,20180123-14:50:38.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211466TN0042033,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1076,924,N,,,,,,,,,,,
,20180123-14:50:41.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211468TN0042034,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1077,923,N,,,,,,,,,,,
,20180123-14:50:41.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211470TN0042035,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1083,917,N,,,,,,,,,,,
,20180123-14:50:41.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211472TN0042036,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1084,916,N,,,,,,,,,,,
,20180123-14:50:41.966,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211474TN0042037,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1090,910,N,,,,,,,,,,,
,20180123-14:50:42.174,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211476TN0042038,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,10,1100,900,N,,,,,,,,,,,
,20180123-14:50:42.565,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211478TN0042039,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1106,894,N,,,,,,,,,,,
,20180123-14:50:42.965,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211480TN0042040,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,2,1108,892,N,,,,,,,,,,,
,20180123-14:50:43.166,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211482TN0042041,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1109,891,N,,,,,,,,,,,
,20180123-14:50:43.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211484TN0042042,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1110,890,N,,,,,,,,,,,
,20180123-14:50:43.565,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211486TN0042043,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,9,1119,881,N,,,,,,,,,,,
,20180123-14:50:43.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211488TN0042044,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1120,880,N,,,,,,,,,,,
,20180123-14:50:44.164,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211490TN0042045,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,1125,875,N,,,,,,,,,,,
,20180123-14:50:46.364,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211492TN0042046,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,31,1156,844,N,,,,,,,,,,,
,20180123-14:50:47.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211494TN0042047,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,1161,839,N,,,,,,,,,,,
,20180123-14:50:50.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211496TN0042048,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,1166,834,N,,,,,,,,,,,
,20180123-14:50:51.764,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211498TN0042049,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,5,1171,829,N,,,,,,,,,,,
,20180123-14:50:52.369,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211500TN0042050,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1172,828,N,,,,,,,,,,,
,20180123-14:50:52.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211502TN0042051,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1178,822,N,,,,,,,,,,,
,20180123-14:50:52.766,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211504TN0042052,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1184,816,N,,,,,,,,,,,
,20180123-14:50:53.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211506TN0042053,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,8,1192,808,N,,,,,,,,,,,
,20180123-14:50:56.369,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211508TN0042054,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1198,802,N,,,,,,,,,,,
,20180123-14:50:56.564,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211510TN0042055,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,1,1199,801,N,,,,,,,,,,,
,20180123-14:50:57.964,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211512TN0042056,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1205,795,N,,,,,,,,,,,
,20180123-14:50:58.565,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211514TN0042057,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,9,1214,786,N,,,,,,,,,,,
,20180123-14:50:59.365,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:211516TN0042058,,201801230003,,ESH8,G,201801230003,64493056152,1,2000,278500,,2,0,,,,,278500,6,1220,780,N,,,,,,,,,,,
20180123-14:51:00.147,,TO CME,Falcon001,,ABC,P75,004,Y,F,,,,,201801230003,,ESH8,G,201801230004,64493056152,1,,,,,,,,,CN,,,,,,,,,,,,,,,,
,20180123-14:51:00.334,FROM CME,FALCON001,,ABC,P75,004,Y,8/4,,,64386:842898,,201801230003,,ESH8,G,201801230004,64493056152,1,2000,278500,,2,0,,2000,,,,,0,0,,,,,,,,,,,,
20180126-15:47:53.404,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801260031,,ESH8-ESM8,G,201801260031,,1,2,800,,2,0,,2,,CN,,,,,,,,,,,,,,,,
,20180126-15:47:53.590,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64387:473481,,201801260031,,ESH8-ESM8,G,201801260031,64494091325,1,2,800,,2,0,,2,,,,,0,2,,,,,,,,,,,,
,20180126-15:49:19.384,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64387:M:114650TN0000012,,201801260031,,ESH8-ESM8,G,201801260031,64494091325,1,2,800,,2,0,,,,,800,1,1,1,N,,,,,,,,,,,
,20180126-15:49:19.385,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64387:M:114652TN0057182,,201801260031,,ESH8,G,201801260031,64494091325,2,,,,2,,,,,,284100,1,1,,,,,,,,,,,,,
,20180126-15:49:19.385,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64387:M:114654TN0000116,,201801260031,,ESM8,G,201801260031,64494091325,1,,,,2,,,,,,284900,1,1,,,,,,,,,,,,,
,20180126-15:50:17.406,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64387:M:114748TN0000013,,201801260031,,ESH8-ESM8,G,201801260031,64494091325,1,2,800,,2,0,,,,,800,1,2,0,N,,,,,,,,,,,
,20180126-15:50:17.406,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64387:M:114750TN0057229,,201801260031,,ESH8,G,201801260031,64494091325,2,,,,2,,,,,,284100,1,2,,,,,,,,,,,,,
,20180126-15:50:17.593,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64387:M:114752TN0000117,,201801260031,,ESM8,G,201801260031,64494091325,1,,,,2,,,,,,284900,1,2,,,,,,,,,,,,,
20180124-14:32:38.535,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801240002,,ESH8,G,201801240002,,1,2000,278650,,2,3,,,1,CN,,,,,,,,,,,,,,,,
