Sending Timestamps,Receiving Timestamps,Message Direction,Operator ID,Self-Match Prevention ID,Account Number,Session ID,Executing Firm ID,Manual Order Identifier,Message Type,Customer Type Indicator,Origin,CME Globex Message ID,Message Link ID,Order Flow ID,Spread/Leg Link ID,Instrument Description,Market Segment ID,Client Order ID,CME Globex Order ID,Buy/Sell Indicator,Quantity,Limit Price,Stop Price,Order Type,Order Qualifier,IFM Flag,Display Quantity,Minimum Quantity,Country of Origin,Fill Price,Fill Quantity,Cumulative Quantity,Remaining Quantity,Aggressor Flag,Source of Cancellation,Reject Reason,Processed Quotes,Cross ID,Quote Request ID,Message Quote ID,Quote Entry ID,Bid Price,Bid Size,Offer Price,Offer Size
,20180124-14:32:38.724,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64386:1350383,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,,,0,2000,,,,,,,,,,,,
,20180124-14:32:38.724,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325494TN0038648,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278500,1,1,1999,Y,,,,,,,,,,,
,20180124-14:32:38.726,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325496TN0038649,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278500,2,3,1997,Y,,,,,,,,,,,
,20180124-14:32:38.726,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325498TN0038650,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278525,1,4,1996,Y,,,,,,,,,,,
,20180124-14:32:38.726,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325500TN0038651,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278525,1,5,1995,Y,,,,,,,,,,,
,20180124-14:32:38.726,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325502TN0038652,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278525,1,6,1994,Y,,,,,,,,,,,
,20180124-14:32:38.727,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325504TN0038653,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278550,1,7,1993,Y,,,,,,,,,,,
,20180124-14:32:38.909,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:325506TN0038654,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,278550,1,8,1992,Y,,,,,,,,,,,
,20180124-14:32:38.909,FROM CME,FALCON001,,ABC,P75,004,Y,8/C,,,64386:1350384,,201801240002,,ESH8,G,201801240002,64493380951,1,2000,278650,,2,3,,,,,,,0,0,,,,,,,,,,,,
20180125-14:09:07.135,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801250003,,ESH8,G,201801250003,,1,2000,292000,,2,0,,1000,,CN,,,,,,,,,,,,,,,,
,20180125-14:09:07.343,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64386:1601109,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,1000,,,,,0,2000,,,,,,,,,,,,
,20180125-14:09:07.345,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373200TN0002595,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289875,845,845,1155,Y,,,,,,,,,,,
,20180125-14:09:07.345,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373202TN0002596,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289875,7,852,1148,Y,,,,,,,,,,,
,20180125-14:09:07.346,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373204TN0002597,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289900,602,1454,546,Y,,,,,,,,,,,
,20180125-14:09:07.346,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373206TN0002598,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289900,15,1469,531,Y,,,,,,,,,,,
,20180125-14:09:07.346,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373208TN0002599,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289900,8,1477,523,Y,,,,,,,,,,,
,20180125-14:09:07.543,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373210TN0002600,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289900,22,1499,501,Y,,,,,,,,,,,
,20180125-14:09:07.543,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373212TN0002601,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289900,21,1520,480,Y,,,,,,,,,,,
,20180125-14:09:07.543,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64386:M:373214TN0002602,,201801250003,,ESH8,G,201801250003,64493538099,1,2000,292000,,2,0,,,,,289925,480,2000,0,Y,,,,,,,,,,,
20180125-14:32:29.338,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801250012,,ESH8,G,201801250012,,2,1000,,,1,0,,1000,,CN,,,,,,,,,,,,,,,,
,20180125-14:32:29.535,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64386:1621120,,201801250012,,ESH8,G,201801250012,64493549004,2,1000,289225,,1,0,,1000,,,,,0,1000,,,,,,,,,,,,
,20180125-14:32:29.535,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:373261TN0002624,,201801250012,,ESH8,G,201801250012,64493549004,2,1000,289225,,1,0,,,,,289225,999,999,1,Y,,,,,,,,,,,
,20180125-14:32:35.720,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64386:M:373263TN0002625,,201801250012,,ESH8,G,201801250012,64493549004,2,1000,289225,,1,0,,,,,289225,1,1000,0,Y,,,,,,,,,,,
20180125-15:05:13.358,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801250040,,ESH8,G,201801250040,,2,1000,270000,289600,4,0,,1000,,CN,,,,,,,,,,,,,,,,
,20180125-15:05:13.545,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64386:1652508,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,289600,4,0,,1000,,,,,0,1000,,,,,,,,,,,,
,20180125-15:09:20.170,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64386:1655844,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,289600,2,0,,1000,,,,,0,1000,,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374217TN0003100,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,9,9,991,Y,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374219TN0003101,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,13,22,978,Y,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374221TN0003102,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,1,23,977,Y,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374223TN0003103,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,11,34,966,Y,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374225TN0003104,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,12,46,954,Y,,,,,,,,,,,
,20180125-15:09:20.175,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374227TN0003105,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,3,49,951,Y,,,,,,,,,,,
,20180125-15:09:20.176,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374229TN0003106,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,5,54,946,Y,,,,,,,,,,,
,20180125-15:09:20.176,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374231TN0003107,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,18,72,928,Y,,,,,,,,,,,
,20180125-15:09:20.195,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374233TN0003108,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,13,85,915,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374235TN0003109,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,16,101,899,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374237TN0003110,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,22,123,877,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374239TN0003111,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,2,125,875,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374241TN0003112,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,19,144,856,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374243TN0003113,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,20,164,836,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374245TN0003114,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,16,180,820,Y,,,,,,,,,,,
,20180125-15:09:20.196,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374247TN0003115,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,14,194,806,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374249TN0003116,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,6,200,800,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374251TN0003117,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289050,47,247,753,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374253TN0003118,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,16,263,737,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374255TN0003119,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,22,285,715,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374257TN0003120,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,6,291,709,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374259TN0003121,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,19,310,690,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374261TN0003122,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,6,316,684,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374263TN0003123,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,19,335,665,Y,,,,,,,,,,,
,20180125-15:09:20.197,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374265TN0003124,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,4,339,661,Y,,,,,,,,,,,
,20180125-15:09:20.355,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374267TN0003125,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,21,360,640,Y,,,,,,,,,,,
,20180125-15:09:20.355,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374269TN0003126,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,1,361,639,Y,,,,,,,,,,,
,20180125-15:09:20.355,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374271TN0003127,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,6,367,633,Y,,,,,,,,,,,
,20180125-15:09:20.355,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374273TN0003128,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,8,375,625,Y,,,,,,,,,,,
,20180125-15:09:20.355,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374275TN0003129,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,24,399,601,Y,,,,,,,,,,,
,20180125-15:09:20.359,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374277TN0003130,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,13,412,588,Y,,,,,,,,,,,
,20180125-15:09:20.359,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374279TN0003131,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,5,417,583,Y,,,,,,,,,,,
,20180125-15:09:20.359,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374281TN0003132,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,20,437,563,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374283TN0003133,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,22,459,541,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374285TN0003134,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,21,480,520,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374287TN0003135,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,6,486,514,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374289TN0003136,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,22,508,492,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374291TN0003137,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,22,530,470,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374293TN0003138,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,17,547,453,Y,,,,,,,,,,,
,20180125-15:09:20.360,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374295TN0003139,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,15,562,438,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374297TN0003140,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,5,567,433,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374299TN0003141,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289025,40,607,393,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374301TN0003142,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,19,626,374,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374303TN0003143,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,6,632,368,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374305TN0003144,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,1,633,367,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374307TN0003145,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,1,634,366,Y,,,,,,,,,,,
,20180125-15:09:20.361,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374309TN0003146,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,24,658,342,Y,,,,,,,,,,,
,20180125-15:09:20.378,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374311TN0003147,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,13,671,329,Y,,,,,,,,,,,
,20180125-15:09:20.378,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374313TN0003148,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,3,674,326,Y,,,,,,,,,,,
,20180125-15:09:20.379,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374315TN0003149,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,12,686,314,Y,,,,,,,,,,,
,20180125-15:09:20.379,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374317TN0003150,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,16,702,298,Y,,,,,,,,,,,
,20180125-15:09:20.379,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374319TN0003151,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,11,713,287,Y,,,,,,,,,,,
,20180125-15:09:20.379,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374321TN0003152,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,5,718,282,Y,,,,,,,,,,,
,20180125-15:09:20.379,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374323TN0003153,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,22,740,260,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374325TN0003154,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,22,762,238,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374327TN0003155,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,18,780,220,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374329TN0003156,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,18,798,202,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374331TN0003157,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,20,818,182,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374333TN0003158,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,25,843,157,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374335TN0003159,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,5,848,152,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374337TN0003160,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,18,866,134,Y,,,,,,,,,,,
,20180125-15:09:20.380,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374339TN0003161,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,23,889,111,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374341TN0003162,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,5,894,106,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374343TN0003163,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,1,895,105,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374345TN0003164,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,11,906,94,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374347TN0003165,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,9,915,85,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374349TN0003166,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,8,923,77,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374351TN0003167,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,13,936,64,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374353TN0003168,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,8,944,56,Y,,,,,,,,,,,
,20180125-15:09:20.381,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374355TN0003169,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,7,951,49,Y,,,,,,,,,,,
,20180125-15:09:20.382,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374357TN0003170,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,21,972,28,Y,,,,,,,,,,,
,20180125-15:09:20.382,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374359TN0003171,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,24,996,4,Y,,,,,,,,,,,
,20180125-15:09:20.382,FROM CME,FALCON001,,ABC,P75,004,Y,8/1,,,64386:M:374361TN0003172,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,3,999,1,Y,,,,,,,,,,,
,20180125-15:09:20.382,FROM CME,FALCON001,,ABC,P75,004,Y,8/2,,,64386:M:374363TN0003173,,201801250040,,ESH8,G,201801250040,64493566490,2,1000,270000,,2,0,,,,,289000,1,1000,0,Y,,,,,,,,,,,
20180126-15:00:03.715,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801260001,,ESH8,G,201801260001,,1,100,275000,,2,0,,100,,CN,,,,,,,,,,,,,,,,
,20180126-15:00:03.903,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64387:443036,,201801260001,,ESH8,G,201801260001,64494070511,1,100,275000,,2,0,,100,,,,,0,100,,,,,,,,,,,,
20180126-15:02:38.330,,TO CME,Falcon001,,ABC,P75,004,Y,G,1,1,,,201801260001,,ESH8,G,201801260002,64494070511,1,100,276000,,2,0,N,100,,CN,,,,,,,,,,,,,,,,
,20180126-15:02:38.642,FROM CME,FALCON001,,ABC,P75,004,Y,8/5,,,64387:445089,,201801260001,,ESH8,G,201801260002,64494070511,1,100,276000,,2,0,,100,,,,,0,100,,,,,,,,,,,,
20180126-15:05:39.886,,TO CME,Falcon001,,ABC,P75,004,Y,G,1,1,,,201801260001,,ESH8,G,201801260003,64494070511,1,200,276000,,2,0,N,200,,CN,,,,,,,,,,,,,,,,
,20180126-15:05:40.074,FROM CME,FALCON001,,ABC,P75,004,Y,8/5,,,64387:447068,,201801260001,,ESH8,G,201801260003,64494070511,1,200,276000,,2,0,,200,,,,,0,200,,,,,,,,,,,,
20180126-15:15:43.616,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801260010,,ESH8,G,201801260010,,1,100,275000,,2,0,,100,,CN,,,,,,,,,,,,,,,,
20180126-15:16:50.381,,TO CME,Falcon001,,ABC,P75,004,Y,D,1,1,,,201801260011,,ESH8,G,201801260011,,1,200,276000,,2,0,,200,,CN,,,,,,,,,,,,,,,,
,20180126-15:15:43.805,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64387:454328,,201801260010,,ESH8,G,201801260010,64494078120,1,100,275000,,2,0,,100,,,,,0,100,,,,,,,,,,,,
,20180126-15:16:50.568,FROM CME,FALCON001,,ABC,P75,004,Y,8/0,,,64387:454922,,201801260011,,ESH8,G,201801260011,64494078590,1,200,276000,,2,0,,200,,,,,0,200,,,,,,,,,,,,
20180126-15:18:23.626,,TO CME,Falcon001,,,P75,004,Y,CA/1,,,,,,,ESH8,G,201801260012,,1,,,,2,0,,,,CN,,,,,,,,,,,,,,,,
,20180126-15:18:23.819,FROM CME,FALCON001,,,P75,004,Y,BZ/1,,,,,,,ESH8,G,201801260012,64494078120,1,,,,2,0,,,,CN,,,,,,,,,,,,,,,,
,20180126-15:18:23.819,FROM CME,FALCON001,,,P75,004,Y,BZ/1,,,,,,,ESH8,G,201801260012,64494078590,1,,,,2,0,,,,CN,,,,,,,,,,,,,,,,
